INDEX,YEAR,WEEK No. (1-52),DATE,MONTH,.DBT1,.WBT1,.DBT2,.WBT2,Max temperature ,Minimum Temperature,Grass Minimum temp ,Soil Temp MP1,Soil Temp MP2,Soil Temp MP3,Soil Temp MP4,Soil Temp MP5,Soil Temp MP6,Vapour pressure for hour-1,vapour pressure for hour-2,Relative Humidity for hour-1,Relative Humidity for hour2,Mean Wind Speed,Wind Direction for hour-1,Wind Direction for hour-2,.SSH,Rain in past (MM),,,,
42132,2015,1,1,1,8.0,8.0,21.0,15.4,14.0,6.5,1.9,8.4,10.4,11.9,22.4,16.4,14.1,8.0,9.7,100,52,4.8,0,7,2.2,0.0,,,,
42132,2015,1,2,1,11.2,11.0,15.8,15.4,21.0,8.5,5.2,11.4,12.9,13.6,16.4,14.9,14.4,9.7,12.9,97,96,2.1,9,11,5.6,0.0,,,,
42132,2015,1,3,1,12.0,12.0,16.0,14.4,16.5,8.7,6.0,12.4,13.1,13.7,17.4,15.4,14.7,10.5,11.3,100,83,4.0,0,16,0.0,2.6,,,,
42132,2015,1,4,1,8.4,7.0,13.6,12.6,16.0,6.8,5.2,10.0,12.4,13.4,16.4,14.4,14.0,6.7,10.3,81,89,1.2,0,5,0.0,0.0,,,,
42132,2015,1,5,1,8.4,8.4,15.8,13.8,14.2,7.5,6.1,10.9,12.4,13.4,21.4,16.4,14.9,8.3,10.6,100,79,3.2,32,32,0.0,0.0,,,,
42132,2015,1,6,1,9.4,9.4,13.2,12.0,16.7,7.8,4.2,11.4,12.9,13.9,16.9,14.9,14.5,8.8,9.8,100,86,4.3,27,2,5.0,0.0,,,,
42132,2015,1,7,1,8.4,8.4,13.0,11.8,14.1,7.3,3.2,10.4,11.9,12.9,17.4,14.1,13.6,8.3,9.7,100,86,3.2,27,36,0.0,0.0,,,,
42132,2015,2,8,1,7.2,7.2,11.4,10.2,13.4,5.0,1.9,9.2,11.2,12.4,15.6,13.2,13.0,7.6,8.6,100,85,1.7,2,29,0.9,0.0,,,,
42132,2015,2,9,1,7.4,7.2,15.2,12.4,12.9,5.4,0.9,9.9,11.4,12.4,21.9,16.4,14.4,7.5,9.1,97,70,2.5,0,36,2.0,0.0,,,,
42132,2015,2,10,1,7.8,7.6,15.2,12.4,16.4,6.5,1.7,10.4,12.0,13.0,21.4,16.6,14.8,7.7,9.1,97,70,2.5,34,36,5.0,0.0,,,,
42132,2015,2,11,1,6.4,6.2,13.4,11.4,15.4,5.0,2.2,9.6,12.0,13.0,18.2,14.0,13.4,7.0,8.9,97,77,3.0,36,29,4.3,0.0,,,,
42132,2015,2,12,1,7.2,7.2,13.6,11.4,14.4,5.5,1.6,9.4,11.3,12.4,17.9,14.4,13.4,7.6,8.8,100,75,3.2,14,7,1.4,0.0,,,,
42132,2015,2,13,1,7.0,7.0,15.4,13.4,14.4,6.0,1.2,10.9,11.4,12.4,16.3,14.4,13.4,7.5,10.3,100,79,5.4,14,14,2.6,0.0,,,,
42132,2015,2,14,1,11.4,11.0,14.4,13.0,17.1,10.5,,11.9,12.9,13.4,15.9,14.9,14.4,9.6,10.4,95,84,10.0,16,7,3.2,4.0,,,,
42132,2015,3,15,1,4.2,4.2,17.2,14.0,15.0,4.0,,8.1,10.1,11.9,18.9,16.4,14.4,6.2,10.1,100,68,2.2,0,5,0.0,0.0,,,,
42132,2015,3,16,1,5.4,5.4,19.0,14.2,17.4,4.0,0.7,8.1,10.1,11.9,20.4,16.4,14.4,6.7,9.3,100,56,1.6,0,36,6.2,0.0,,,,
42132,2015,3,17,1,6.2,6.2,20.2,15.2,19.4,4.7,1.7,9.4,11.1,12.4,20.9,17.4,14.6,7.1,9.9,100,56,1.8,27,32,7.1,0.0,,,,
42132,2015,3,18,1,4.2,4.2,20.6,14.6,20.4,3.5,0.4,9.0,10.8,12.4,21.2,17.4,15.0,6.2,8.8,100,49,1.3,23,36,7.5,0.0,,,,
42132,2015,3,19,1,5.0,4.8,20.4,14.4,20.8,3.7,-0.3,8.4,10.9,12.4,21.9,18.4,15.4,6.3,8.7,97,48,2.1,0,34,7.8,0.0,,,,
42132,2015,3,20,1,7.8,7.8,15.8,13.4,20.7,5.0,1.5,10.4,11.9,13.4,18.9,16.4,14.7,7.9,10.1,100,75,2.5,9,9,8.6,0.0,,,,
42132,2015,3,21,1,10.4,10.0,13.8,12.4,16.4,9.5,,12.4,13.4,13.9,14.6,14.2,14.1,9.0,10.0,95,84,9.4,9,9,4.0,2.8,,,,
42132,2015,4,22,1,11.2,11.0,15.0,14.4,14.2,10.4,9.7,11.9,12.9,13.4,16.9,15.4,14.4,9.7,11.9,97,93,7.1,14,11,0.0,6.0,,,,
42132,2015,4,23,1,13.6,13.4,15.4,14.4,16.9,12.9,12.7,14.1,14.4,14.4,16.9,15.9,15.4,11.4,11.7,98,89,6.4,14,2,0.8,0.0,,,,
42132,2015,4,24,1,8.4,8.4,12.2,12.0,16.0,7.5,,11.4,12.2,13.4,14.4,14.0,13.6,8.3,10.4,100,98,3.5,20,29,0.0,0.0,,,,
42132,2015,4,25,1,8.8,8.6,12.4,12.0,12.4,8.0,5.7,11.4,12.4,13.2,14.0,13.8,12.6,8.3,10.3,97,95,3.5,29,20,0.0,0.0,,,,
42132,2015,4,26,1,7.4,7.2,15.0,12.2,13.6,3.9,1.7,8.4,10.2,11.8,16.4,14.2,13.2,7.5,9.0,97,70,2.3,36,29,0.0,0.0,,,,
42132,2015,4,27,1,4.8,4.8,14.0,11.8,15.2,2.9,0.2,8.4,9.9,11.4,17.9,15.4,13.6,6.5,9.1,100,76,2.0,0,34,1.3,0.0,,,,
42132,2015,4,28,1,7.0,7.0,14.8,11.4,14.4,4.7,1.4,9.9,11.4,12.4,17.9,14.9,13.4,7.5,8.1,100,64,3.4,29,29,3.4,0.0,,,,
42132,2015,5,29,1,3.0,2.8,16.8,12.0,15.7,0.8,-2.7,5.4,8.4,10.9,19.9,15.9,13.6,5.5,7.6,97,53,2.2,0,34,4.8,0.0,,,,
42132,2015,5,30,1,4.0,3.0,17.8,12.0,17.4,1.7,-2.6,6.4,9.1,11.4,20.3,16.4,13.9,5.1,7.0,83,46,2.7,0,36,9.0,0.0,,,,
42132,2015,5,31,1,6.0,5.0,20.2,13.4,18.0,3.5,-1.3,8.0,10.0,11.6,22.0,18.0,14.4,5.9,7.4,85,42,2.8,36,29,9.0,0.0,,,,
42132,2015,5,1,2,11.4,9.2,19.6,14.8,21.2,6.5,2.7,10.6,12.0,13.0,19.6,17.0,15.0,7.4,9.7,73,57,3.2,9,11,8.9,0.0,,,,
42132,2015,5,2,2,11.8,10.8,21.0,17.2,21.4,10.4,8.2,12.6,13.6,14.4,20.0,18.4,16.2,9.1,12.4,88,67,7.1,9,32,2.8,0.0,,,,
42132,2015,5,3,2,14.2,13.2,17.0,15.4,21.0,12.4,11.4,13.6,14.4,15.0,18.0,16.8,16.0,10.8,12.2,89,84,8.9,16,2,2.0,8.5,,,,
42132,2015,5,4,2,9.0,9.0,18.8,15.4,17.8,6.8,5.4,10.9,12.4,13.4,21.9,18.4,16.1,8.6,11.1,100,68,3.6,2,2,1.8,0.0,,,,
42132,2015,6,5,2,8.0,8.0,20.8,14.4,19.4,6.5,3.3,11.2,12.4,13.6,22.9,19.4,16.3,8.0,8.4,100,46,3.7,25,29,8.0,0.0,,,,
42132,2015,6,6,2,7.4,7.0,22.6,14.8,21.0,6.0,2.7,9.4,11.4,13.4,23.7,19.4,16.4,7.3,7.9,94,38,2.7,0,23,7.0,0.0,,,,
42132,2015,6,7,2,10.0,9.0,22.4,16.4,23.0,7.8,4.2,10.9,12.4,14.4,23.9,20.1,16.9,8.0,10.4,87,51,3.5,0,9,8.9,0.0,,,,
42132,2015,6,8,2,8.8,8.2,21.8,15.4,23.0,7.5,4.5,11.8,13.4,14.8,23.8,20.2,17.2,7.8,9.3,92,47,4.2,2,29,8.6,0.0,,,,
42132,2015,6,9,2,9.4,9.2,22.6,15.8,22.0,7.2,3.7,11.4,13.4,14.9,25.9,21.9,18.4,8.6,9.4,97,45,3.6,0,34,7.7,0.0,,,,
42132,2015,6,10,2,8.2,7.8,21.2,14.8,23.2,4.0,1.2,10.4,13.4,14.9,24.9,20.9,17.4,7.7,8.8,94,46,2.4,0,34,9.1,0.0,,,,
42132,2015,6,11,2,8.4,7.2,20.8,14.6,22.0,4.4,1.0,10.4,12.4,14.4,24.4,20.4,17.3,6.9,8.7,83,47,2.4,0,29,7.8,0.0,,,,
42132,2015,7,12,2,7.8,7.4,22.0,15.0,21.0,4.1,1.2,10.4,12.4,14.4,25.0,20.6,17.4,7.5,8.6,94,43,1.8,0,29,9.1,0.0,,,,
42132,2015,7,13,2,8.4,7.4,24.8,16.0,22.4,4.4,1.1,10.4,12.4,14.4,25.4,20.9,17.4,7.1,8.3,86,35,2.5,29,2,9.2,0.0,,,,
42132,2015,7,14,2,13.0,11.2,25.2,18.0,25.2,8.7,,14.0,15.0,16.2,25.6,21.4,18.4,8.9,11.1,79,46,3.9,9,29,9.2,0.0,,,,
42132,2015,7,15,2,8.8,8.4,25.4,18.6,25.6,8.5,4.4,13.0,14.4,16.2,26.4,22.4,19.6,8.0,11.9,95,49,2.5,20,16,8.9,0.0,,,,
42132,2015,7,16,2,16.0,15.4,24.0,19.2,26.2,12.6,,15.6,16.6,17.6,24.2,21.0,19.0,12.2,13.8,89,61,5.5,11,11,5.6,0.0,,,,
42132,2015,7,17,2,16.4,15.4,24.4,20.4,24.4,15.2,14.0,16.8,17.4,18.0,26.4,22.4,20.0,12.5,15.6,89,68,11.7,9,14,2.3,0.0,,,,
42132,2015,7,18,2,13.8,13.8,25.4,21.4,25.4,11.0,9.2,16.1,17.4,18.4,25.4,21.9,19.5,11.8,16.7,100,68,2.6,23,14,1.9,0.0,,,,
42132,2015,8,19,2,17.4,17.0,26.6,22.2,26.4,16.5,14.7,17.9,18.4,19.1,27.9,23.7,21.1,14.3,17.4,96,67,4.5,16,16,3.4,0.0,,,,
42132,2015,8,20,2,18.0,17.8,25.0,21.8,26.9,17.0,15.9,18.9,19.6,20.1,27.4,23.9,21.9,15.2,17.7,98,74,8.6,16,9,4.6,0.0,,,,
42132,2015,8,21,2,14.2,13.6,25.0,19.8,25.4,12.5,10.4,17.3,18.4,19.3,28.0,24.4,21.9,11.3,14.2,93,60,6.4,5,36,3.9,0.0,,,,
42132,2015,8,22,2,13.4,13.0,26.0,20.4,25.2,12.0,9.2,16.4,18.0,19.2,29.0,24.6,21.8,11.0,14.6,95,58,3.0,36,29,8.0,0.0,,,,
42132,2015,8,23,2,14.4,14.4,26.0,21.8,26.6,11.8,9.7,17.4,18.4,19.4,28.4,24.9,21.9,12.3,17.0,100,67,4.1,0,9,7.7,0.0,,,,
42132,2015,8,24,2,17.4,17.4,23.8,20.8,27.0,15.0,11.4,18.9,19.7,20.2,23.9,21.9,20.9,14.9,16.6,100,75,2.6,14,14,3.7,0.0,,,,
42132,2015,8,25,2,18.8,18.8,26.0,18.0,24.0,16.0,14.7,18.8,19.4,20.0,27.2,23.4,21.4,16.3,10.6,100,42,6.6,2,29,0.0,3.7,,,,
42132,2015,9,26,2,7.4,7.2,23.0,14.4,27.0,3.9,,12.4,14.4,17.4,27.6,24.6,20.4,7.2,7.1,81,34,3.5,27,29,5.9,0.0,,,,
42132,2015,9,27,2,8.6,8.0,22.4,13.4,23.2,6.0,2.7,12.4,15.0,17.2,27.0,22.2,19.6,7.7,6.1,92,30,3.2,29,36,8.7,0.0,,,,
42132,2015,9,28,2,14.4,11.0,24.0,16.6,23.0,9.8,6.9,14.9,15.9,17.4,27.4,23.4,20.6,7.8,9.7,63,43,5.4,7,5,9.0,0.0,,,,
42132,2015,9,1,3,16.4,14.6,16.4,16.0,24.4,12.5,11.7,17.0,18.4,18.8,17.2,17.4,18.2,11.4,13.4,81,96,7.5,11,11,6.3,1.5,,,,
42132,2015,9,2,3,15.4,15.0,18.6,16.8,18.0,13.8,12.8,15.9,16.4,17.1,21.5,20.1,19.1,12.6,13.3,96,82,10.8,20,29,0.0,38.9,,,,
42132,2015,9,3,3,10.0,10.0,20.4,16.0,20.0,8.0,7.2,13.4,14.9,15.9,23.9,21.4,19.1,9.2,11.0,100,61,3.2,0,29,3.9,0.0,,,,
42132,2015,9,4,3,10.8,10.4,21.8,16.4,21.2,7.0,5.3,12.4,13.9,15.9,23.4,20.4,18.4,9.2,10.7,95,55,2.0,27,36,8.4,0.0,,,,
42132,2015,10,5,3,14.4,12.8,24.6,18.0,22.0,10.0,6.7,12.9,13.9,15.9,25.4,21.6,18.9,10.1,11.5,82,49,3.5,11,27,9.4,0.0,,,,
42132,2015,10,6,3,13.4,13.0,24.6,18.8,25.0,11.5,9.5,14.4,16.0,17.2,27.6,24.0,20.4,11.0,12.8,95,55,6.4,25,29,8.5,0.0,,,,
42132,2015,10,7,3,12.0,11.6,15.2,15.0,25.0,8.5,6.7,13.6,15.4,17.2,20.2,20.4,19.4,10.0,12.7,95,98,2.7,23,20,9.5,0.0,,,,
42132,2015,10,8,3,11.8,11.8,24.0,17.2,24.4,8.2,6.2,13.8,14.4,15.6,24.4,21.0,18.6,10.4,10.6,100,47,4.6,25,14,4.3,17.5,,,,
42132,2015,10,9,3,10.6,10.0,20.0,14.4,24.2,6.5,3.7,11.9,13.7,15.9,23.4,20.9,18.4,8.9,8.9,92,51,4.9,27,36,6.1,0.0,,,,
42132,2015,10,10,3,8.2,8.0,21.0,16.4,20.8,5.4,2.7,10.6,12.6,14.8,24.2,20.4,17.6,7.9,11.2,97,60,3.5,29,34,9.5,0.0,,,,
42132,2015,10,11,3,10.8,10.2,25.0,17.8,23.0,7.8,4.4,12.0,13.8,15.4,27.2,22.4,19.2,9.0,10.9,92,46,2.7,29,36,9.8,0.0,,,,
42132,2015,11,12,3,14.0,13.2,25.0,18.4,25.2,8.5,6.5,13.9,15.4,16.9,27.1,23.3,19.9,10.9,11.9,91,50,2.3,0,34,9.8,0.0,,,,
42132,2015,11,13,3,14.4,14.0,25.6,19.0,25.4,11.3,9.0,14.9,16.4,17.4,27.4,23.9,20.9,11.8,12.5,95,51,1.9,27,5,6.0,0.0,,,,
42132,2015,11,14,3,17.2,16.4,24.4,19.2,26.4,15.2,12.7,17.4,18.4,19.0,26.2,23.0,20.6,13.5,13.5,92,59,3.9,5,11,4.6,0.0,,,,
42132,2015,11,15,3,15.8,15.2,22.6,18.6,25.0,13.4,12.0,16.0,17.0,18.0,24.4,22.0,20.0,12.6,13.7,94,66,6.6,9,9,2.5,23.7,,,,
42132,2015,11,16,3,15.4,15.2,23.0,19.4,23.2,13.6,12.2,15.6,16.4,18.6,25.4,22.0,19.6,12.8,14.7,98,70,11.1,11,9,5.2,1.5,,,,
42132,2015,11,17,3,13.4,13.0,24.2,18.2,24.4,10.4,8.9,14.6,16.0,17.2,25.2,23.2,20.2,11.0,12.0,95,53,4.0,29,29,5.2,23.8,,,,
42132,2015,11,18,3,14.4,14.0,25.4,19.0,24.2,10.3,8.5,14.4,15.4,16.9,25.4,22.0,19.6,11.8,12.6,95,52,4.2,29,29,8.7,0.0,,,,
42132,2015,12,19,3,15.4,14.8,26.4,19.0,25.4,10.3,7.2,14.4,15.4,16.9,26.9,23.9,20.9,12.3,12.0,93,46,4.2,25,36,9.6,0.0,,,,
42132,2015,12,20,3,15.8,15.0,27.0,19.4,27.0,12.0,8.7,15.4,16.9,18.2,25.9,23.6,21.4,12.3,12.3,91,46,2.0,36,29,9.2,0.0,,,,
42132,2015,12,21,3,17.8,17.0,29.8,21.8,27.0,13.0,10.2,15.9,17.4,18.4,30.6,25.4,21.9,14.1,14.7,92,47,1.5,5,29,5.5,0.0,,,,
42132,2015,12,22,3,18.2,18.0,30.8,21.4,30.0,15.0,12.2,18.0,19.0,20.0,31.0,27.0,23.2,15.4,13.4,98,40,2.4,29,29,9.8,0.0,,,,
42132,2015,12,23,3,19.0,18.8,31.6,20.6,31.2,15.2,12.5,18.6,19.4,20.6,33.4,28.4,24.2,16.2,11.5,98,33,3.4,27,36,9.2,0.0,,,,
42132,2015,12,24,3,19.8,18.4,33.0,23.0,32.2,14.2,10.7,18.6,20.0,21.2,34.2,28.6,24.4,15.0,15.0,87,40,2.8,9,29,10.5,0.0,,,,
42132,2015,12,25,3,22.2,20.6,32.4,24.4,33.4,17.5,14.7,20.9,21.9,22.6,35.4,30.4,26.4,17.2,18.0,86,49,2.8,2,5,9.6,0.0,,,,
42132,2015,13,26,3,20.4,20.0,33.0,24.0,33.0,16.5,14.7,21.4,22.4,23.4,34.9,29.9,26.4,17.3,16.9,96,45,3.4,0,2,9.4,0.0,,,,
42132,2015,13,27,3,21.8,20.8,33.0,23.4,34.0,16.8,14.7,21.4,22.4,23.4,36.4,30.9,26.9,17.8,15.7,91,42,4.4,0,2,6.3,0.0,,,,
42132,2015,13,28,3,18.4,17.8,34.6,22.4,33.4,15.0,13.2,20.4,21.0,23.4,36.4,30.4,27.0,14.9,12.9,94,31,2.6,18,23,9.8,0.0,,,,
42132,2015,13,29,3,23.4,20.0,28.8,21.0,35.4,20.8,17.2,23.6,24.2,24.6,29.0,26.6,25.4,15.5,13.9,72,47,5.6,7,7,10.0,0.0,,,,
42132,2015,13,30,3,20.8,19.0,27.4,21.8,29.9,19.0,16.7,20.4,21.9,22.6,28.9,25.6,24.4,15.4,16.2,83,59,12.6,14,14,1.5,14.2,,,,
42132,2015,13,31,3,20.0,18.8,29.6,21.8,27.8,17.0,14.9,19.9,20.9,21.9,33.4,28.4,24.9,15.6,14.8,89,48,10.3,11,25,6.0,0.0,,,,
42132,2015,13,1,4,20.8,20.0,32.2,22.6,30.4,17.4,,21.4,22.4,22.9,34.8,29.4,26.2,17.1,14.7,93,41,2.9,14,23,9.0,0.0,,,,
42132,2015,14,2,4,22.6,19.2,33.0,22.2,33.0,21.0,,22.4,23.6,24.0,34.6,30.6,27.0,14.6,13.5,71,36,8.6,16,11,6.8,0.0,,,,
42132,2015,14,3,4,20.2,20.0,28.0,21.4,34.0,18.0,,21.9,22.9,23.9,29.9,27.9,25.9,17.4,15.1,98,53,8.2,23,25,7.0,48.4,,,,
42132,2015,14,4,4,19.2,19.0,26.6,19.8,28.5,18.0,,21.4,22.4,23.4,29.9,27.9,25.4,16.4,13.2,98,50,6.7,27,7,7.5,17.8,,,,
42132,2015,14,5,4,20.6,19.0,29.0,21.0,27.0,17.0,,19.8,20.4,22.0,30.6,28.0,25.4,15.5,13.8,85,46,4.9,16,5,9.7,0.0,,,,
42132,2015,14,6,4,20.8,19.8,29.4,20.4,29.4,15.5,,20.4,20.9,22.4,29.9,27.4,25.4,16.7,12.5,91,41,1.9,0,5,10.0,0.0,,,,
42132,2015,14,7,4,18.4,17.4,27.0,20.0,29.9,16.5,,19.4,20.4,21.9,27.9,25.4,23.4,14.3,13.3,90,50,7.7,11,9,8.3,1.9,,,,
42132,2015,14,8,4,18.8,17.0,29.8,20.4,27.5,14.6,,18.4,19.4,21.2,32.4,28.4,24.4,13.5,12.3,83,39,6.8,5,2,6.9,0.0,,,,
42132,2015,15,9,4,20.0,18.2,31.8,21.8,31.2,15.7,,19.4,20.4,21.9,34.4,29.9,25.6,14.6,13.5,83,38,2.8,2,32,10.9,0.0,,,,
42132,2015,15,10,4,21.2,19.0,33.0,22.8,32.4,16.0,,20.9,21.9,22.9,35.4,31.4,26.9,15.2,14.6,80,39,3.1,0,29,10.5,0.0,,,,
42132,2015,15,11,4,22.0,19.6,35.0,22.0,33.0,18.5,,21.4,23.0,24.0,37.4,32.4,28.0,15.7,11.9,79,28,3.6,36,29,9.1,0.0,,,,
42132,2015,15,12,4,21.4,20.0,27.0,20.8,35.6,18.7,,22.6,23.4,24.4,26.6,26.0,25.2,16.7,14.7,87,55,7.0,14,16,9.6,5.5,,,,
42132,2015,15,13,4,22.0,19.4,31.2,22.2,27.0,17.2,,21.2,22.0,23.0,30.0,30.2,26.4,15.3,14.6,77,43,3.2,14,14,0.4,0.0,,,,
42132,2015,15,14,4,22.8,20.2,31.4,22.0,31.6,19.5,,22.2,23.4,24.2,31.6,32.0,27.4,16.2,14.1,78,41,6.8,5,5,9.4,0.0,,,,
42132,2015,15,15,4,25.0,21.2,33.8,23.4,32.4,19.5,,23.4,24.0,25.0,34.0,35.4,29.0,16.6,15.2,70,39,3.2,16,18,9.5,0.0,,,,
42132,2015,16,16,4,23.4,21.4,25.4,20.4,34.4,20.0,,24.4,25.0,25.6,30.2,28.4,27.0,17.9,14.9,83,61,5.6,14,11,9.9,3.0,,,,
42132,2015,16,17,4,22.2,20.2,33.4,23.0,29.6,17.5,,22.0,22.4,23.4,32.4,31.4,27.2,16.6,14.7,82,38,5.5,36,29,7.2,8.5,,,,
42132,2015,16,18,4,24.4,21.4,36.2,23.2,35.0,19.0,,24.6,24.6,25.0,34.6,33.4,29.0,17.3,13.4,75,30,2.2,29,29,9.8,0.0,,,,
42132,2015,16,19,4,27.0,21.2,39.2,23.0,36.4,20.2,,26.0,26.2,26.4,39.4,34.6,30.0,15.4,11.2,57,21,2.7,16,16,9.4,0.0,,,,
42132,2015,16,20,4,27.2,19.2,38.6,21.4,39.4,24.0,,26.2,27.2,28.0,39.8,35.4,31.2,11.8,8.6,44,17,6.1,23,20,9.5,0.0,,,,
42132,2015,16,21,4,24.6,21.4,37.2,21.6,39.0,21.5,,26.4,27.6,28.4,36.2,33.0,31.4,17.2,9.8,74,21,5.8,34,29,9.8,0.0,,,,
42132,2015,16,22,4,24.0,18.4,37.4,21.2,38.0,17.6,,24.8,25.2,27.2,36.0,33.0,31.2,12.5,9.0,56,19,4.6,29,29,11.0,0.0,,,,
42132,2015,17,23,4,25.4,18.6,39.0,21.8,38.4,18.5,,25.2,26.4,27.4,36.4,33.0,31.4,11.9,9.1,49,17,5.1,29,29,10.9,0.0,,,,
42132,2015,17,24,4,22.0,18.2,38.6,21.4,39.0,17.4,,24.4,26.4,27.4,36.4,32.9,31.2,13.4,8.6,67,17,3.6,29,32,10.0,0.0,,,,
42132,2015,17,25,4,26.6,19.2,39.4,22.8,39.4,23.0,,26.2,27.2,28.0,37.2,33.1,31.2,12.2,10.7,47,20,4.4,9,5,10.3,0.0,,,,
42132,2015,17,26,4,25.2,19.2,35.4,23.0,40.0,23.4,,27.0,28.0,28.4,37.8,33.4,31.0,13.0,13.5,54,31,11.0,14,14,9.0,0.0,,,,
42132,2015,17,27,4,25.6,21.4,36.4,24.4,35.4,23.2,,27.4,28.0,28.4,37.6,33.4,30.4,16.6,15.6,67,34,12.8,16,16,9.7,0.0,,,,
42132,2015,17,28,4,27.4,19.6,36.0,24.4,37.6,23.0,,27.6,28.4,29.0,38.0,34.6,31.2,12.4,15.8,45,35,16.8,16,16,9.2,0.0,,,,
42132,2015,17,29,4,27.4,22.0,36.6,24.0,36.2,22.4,,27.0,28.0,28.4,38.2,34.0,31.2,16.5,14.7,60,32,7.1,5,5,9.4,6.0,,,,
42132,2015,18,30,4,26.4,19.2,39.0,24.2,36.6,23.4,,26.0,27.0,27.6,39.6,34.4,31.4,12.3,13.6,48,26,7.9,14,14,8.2,0.0,,,,
42132,2015,18,1,5,25.6,19.4,39.0,23.2,39.8,24.0,,27.0,28.2,28.6,41.4,38.4,32.4,13.1,11.7,53,22,12.1,14,27,8.2,0.0,,,,
42132,2015,18,2,5,25.6,20.4,37.2,22.4,40.0,20.5,,27.0,28.4,29.2,40.2,37.3,32.6,14.8,11.3,60,24,3.7,36,29,9.2,0.0,,,,
42132,2015,18,3,5,22.4,19.0,38.0,21.2,37.6,19.2,,25.8,27.6,29.0,40.4,37.6,33.2,14.4,8.6,71,17,6.3,29,5,10.7,0.0,,,,
42132,2015,18,4,5,23.0,20.0,39.2,21.2,38.8,19.0,,26.2,28.0,29.2,41.2,38.6,32.2,15.7,7.9,75,15,2.6,36,36,10.5,0.0,,,,
42132,2015,18,5,5,23.0,19.8,40.8,23.0,40.0,19.5,,26.0,27.8,29.0,41.0,37.9,32.2,15.4,10.2,73,18,2.8,2,29,10.5,0.0,,,,
42132,2015,18,6,5,24.0,19.0,42.0,24.4,41.4,21.0,,27.0,28.4,29.4,41.4,38.2,33.0,13.4,12.1,60,20,3.2,23,29,10.0,0.0,,,,
42132,2015,19,7,5,29.4,19.4,42.0,25.4,42.2,24.0,,28.0,29.4,30.0,41.2,37.3,33.0,10.8,14.1,35,23,7.0,29,29,9.5,0.0,,,,
42132,2015,19,8,5,27.2,20.6,39.4,24.4,42.6,23.6,,28.2,29.6,30.2,39.2,36.5,33.0,14.2,13.7,52,26,8.3,23,29,9.6,0.0,,,,
42132,2015,19,9,5,29.2,21.8,40.0,23.4,40.0,25.5,,28.6,29.4,30.4,39.6,35.9,33.0,15.1,11.4,50,21,6.2,25,25,6.7,0.0,,,,
42132,2015,19,10,5,28.8,22.4,39.2,23.4,41.2,25.2,,29.4,30.4,31.4,39.4,35.1,33.4,16.4,11.9,55,22,6.4,29,29,9.2,0.0,,,,
42132,2015,19,11,5,27.4,22.4,39.0,24.6,41.4,23.5,,28.4,30.0,30.6,39.6,36.4,33.0,17.3,14.4,63,27,6.1,29,27,6.7,0.0,,,,
42132,2015,19,12,5,26.4,22.2,35.2,25.4,40.0,24.0,,29.4,30.4,31.4,38.4,35.2,34.4,17.5,18.3,68,43,7.0,27,14,8.3,0.0,,,,
42132,2015,19,13,5,26.0,24.0,35.8,25.6,36.2,24.0,,29.6,31.0,31.6,40.4,35.9,32.9,21.2,18.4,84,42,4.4,25,5,10.2,0.0,,,,
42132,2015,20,14,5,24.2,22.4,34.4,23.0,36.8,20.0,,27.4,28.6,29.9,41.4,36.9,32.9,19.2,14.1,85,35,6.2,5,11,5.1,0.0,,,,
42132,2015,20,15,5,26.4,21.0,31.4,23.4,36.0,22.2,,28.4,30.1,30.9,38.4,33.9,32.9,15.4,16.7,59,48,4.8,5,5,11.1,0.0,,,,
42132,2015,20,16,5,26.8,22.6,36.6,23.8,32.0,19.4,,26.4,28.4,29.4,38.5,33.9,31.4,18.0,14.3,68,31,6.2,0,5,8.1,0.0,,,,
42132,2015,20,17,5,28.8,23.4,40.2,25.0,37.8,24.0,,28.9,30.4,31.1,40.9,35.5,33.4,18.3,14.4,62,26,5.5,11,5,11.1,0.0,,,,
42132,2015,20,18,5,31.6,23.8,42.4,26.0,42.0,27.5,,30.9,32.9,33.4,42.4,36.6,33.9,17.3,15.1,50,24,7.0,14,29,10.5,0.0,,,,
42132,2015,20,19,5,31.6,25.2,33.0,22.4,43.9,27.5,,31.9,32.4,33.4,33.9,33.4,32.4,20.1,13.8,58,37,5.5,5,5,9.2,0.0,,,,
42132,2015,20,20,5,24.0,22.0,40.0,24.0,38.9,18.9,,26.4,28.4,29.4,40.9,34.9,31.9,18.6,12.6,83,23,7.7,25,32,2.7,0.0,,,,
42132,2015,21,21,5,28.0,22.0,42.4,23.6,40.9,21.7,,28.9,30.4,31.4,42.4,36.9,34.4,16.2,10.3,57,16,3.8,25,29,11.3,0.0,,,,
42132,2015,21,22,5,28.4,21.2,43.4,23.0,42.9,22.0,,29.4,31.4,32.4,42.9,37.4,34.9,14.5,8.6,50,13,5.6,29,29,10.4,0.0,,,,
42132,2015,21,23,5,30.0,20.6,43.0,25.0,43.9,23.9,,30.4,31.6,32.8,42.4,37.4,34.4,12.5,12.7,39,20,5.3,27,25,9.5,0.0,,,,
42132,2015,21,24,5,30.4,20.4,42.2,24.4,43.0,24.5,,31.2,32.4,33.0,42.0,37.6,34.4,11.9,12.0,36,19,10.0,27,29,8.7,0.0,,,,
42132,2015,21,25,5,29.8,21.4,43.0,24.0,42.4,24.5,,30.4,32.4,32.9,42.4,36.9,34.9,14.0,10.7,44,17,8.0,25,27,7.7,0.0,,,,
